segment_variable,group,n,question_number,scale_type,item,mean,pct_1_2,pct_4_5,pct_5,net
Tenure (combined),All respondents,431,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.7,44.8,34.6,12.5,-10.2
Tenure (combined),15+ years,135,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",3.01,36.3,40.0,18.5,3.7
Tenure (combined),10-15 years,122,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.75,42.6,34.4,10.7,-8.2
Tenure (combined),6-10 years,56,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",3.21,26.8,50.0,16.1,23.2
Tenure (combined),3-6 years,29,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.76,41.4,41.4,10.3,0.0
Tenure (combined),1-2 years,15,69,sentiment,"Right now, how do you generally feel about AI in web development (vibe coding, agentic development, etc.)?",2.4,53.3,26.7,6.7,-26.7
Participation level,All respondents,431,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.04,37.1,42.0,17.6,4.9
Participation level,Occasional participation,144,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.32,22.2,47.2,13.9,25.0
Participation level,Observational only,97,19,agreement,I consider myself to be a contributor to the WordPress open source project.,2.23,66.0,14.4,1.0,-51.5
Participation level,Moderately active participation,76,19,agreement,I consider myself to be a contributor to the WordPress open source project.,3.93,7.9,73.7,31.6,65.8
Participation level,Very active participation,44,19,agreement,I consider myself to be a contributor to the WordPress open source project.,4.5,4.5,88.6,68.2,84.1
Participation level,Inactive,35,19,agreement,I consider myself to be a contributor to the WordPress open source project.,1.89,74.3,8.6,2.9,-65.7
Participation level,Do not participate / Not applicable,35,19,agreement,I consider myself to be a contributor to the WordPress open source project.,1.54,85.7,2.9,0.0,-82.9
Participation level,All respondents,431,22,agreement,I consider myself to be a member of the WordPress community.,3.88,12.3,71.5,32.9,59.2
Participation level,Occasional participation,144,22,agreement,I consider myself to be a member of the WordPress community.,4.09,2.8,86.1,25.7,83.3
Participation level,Observational only,97,22,agreement,I consider myself to be a member of the WordPress community.,3.34,19.6,52.6,5.2,33.0
Participation level,Moderately active participation,76,22,agreement,I consider myself to be a member of the WordPress community.,4.68,0.0,97.4,71.1,97.4
Participation level,Very active participation,44,22,agreement,I consider myself to be a member of the WordPress community.,4.95,0.0,100.0,95.5,100.0
Participation level,Inactive,35,22,agreement,I consider myself to be a member of the WordPress community.,2.83,37.1,25.7,8.6,-11.4
Participation level,Do not participate / Not applicable,35,22,agreement,I consider myself to be a member of the WordPress community.,2.49,48.6,17.1,2.9,-31.4
Participation level,All respondents,431,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.87,38.1,32.7,4.6,-5.3
Participation level,Occasional participation,144,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.9,37.5,33.3,4.2,-4.2
Participation level,Observational only,97,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.72,47.4,26.8,5.2,-20.6
Participation level,Moderately active participation,76,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",3.03,26.3,32.9,3.9,6.6
Participation level,Very active participation,44,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",3.64,11.4,65.9,11.4,54.5
Participation level,Inactive,35,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.34,60.0,20.0,0.0,-40.0
Participation level,Do not participate / Not applicable,35,28,sentiment,"Right now, how do you feel overall about the WordPress open source project?",2.4,51.4,17.1,2.9,-34.3
Participation level,All respondents,431,31,sentiment,How do you feel about the future of the WordPress open source project?,2.8,39.0,24.4,5.1,-14.6
Participation level,Occasional participation,144,31,sentiment,How do you feel about the future of the WordPress open source project?,2.83,37.5,23.6,3.5,-13.9
Participation level,Observational only,97,31,sentiment,How do you feel about the future of the WordPress open source project?,2.51,54.6,15.5,4.1,-39.2
Participation level,Moderately active participation,76,31,sentiment,How do you feel about the future of the WordPress open source project?,3.08,25.0,32.9,7.9,7.9
Participation level,Very active participation,44,31,sentiment,How do you feel about the future of the WordPress open source project?,3.57,11.4,56.8,15.9,45.5
Participation level,Inactive,35,31,sentiment,How do you feel about the future of the WordPress open source project?,2.34,51.4,8.6,0.0,-42.9
Participation level,Do not participate / Not applicable,35,31,sentiment,How do you feel about the future of the WordPress open source project?,2.34,54.3,8.6,0.0,-45.7
Participation level,All respondents,431,34,importance,WordPress open source software,4.58,1.4,94.0,65.4,92.6
Participation level,Occasional participation,144,34,importance,WordPress open source software,4.62,0.0,97.2,65.3,97.2
Participation level,Observational only,97,34,importance,WordPress open source software,4.49,2.1,94.8,56.7,92.8
Participation level,Moderately active participation,76,34,importance,WordPress open source software,4.71,0.0,96.1,75.0,96.1
Participation level,Very active participation,44,34,importance,WordPress open source software,4.82,0.0,100.0,81.8,100.0
Participation level,Inactive,35,34,importance,WordPress open source software,4.54,0.0,85.7,68.6,85.7
Participation level,Do not participate / Not applicable,35,34,importance,WordPress open source software,4.03,11.4,74.3,45.7,62.9
Participation level,All respondents,431,34,importance,The WordPress community,4.13,7.0,80.3,41.8,73.3
Participation level,Occasional participation,144,34,importance,The WordPress community,4.28,2.1,91.7,39.6,89.6
Participation level,Observational only,97,34,importance,The WordPress community,3.78,8.2,64.9,22.7,56.7
Participation level,Moderately active participation,76,34,importance,The WordPress community,4.61,0.0,97.4,63.2,97.4
Participation level,Very active participation,44,34,importance,The WordPress community,4.86,0.0,100.0,86.4,100.0
Participation level,Inactive,35,34,importance,The WordPress community,3.74,11.4,62.9,25.7,51.4
Participation level,Do not participate / Not applicable,35,34,importance,The WordPress community,2.86,42.9,31.4,17.1,-11.4
Participation level,All respondents,431,34,importance,WordPress events and meetups,3.26,26.7,50.1,19.5,23.4
Participation level,Occasional participation,144,34,importance,WordPress events and meetups,3.49,16.0,58.3,15.3,42.4
Participation level,Observational only,97,34,importance,WordPress events and meetups,2.62,44.3,25.8,5.2,-18.6
Participation level,Moderately active participation,76,34,importance,WordPress events and meetups,3.95,9.2,72.4,34.2,63.2
Participation level,Very active participation,44,34,importance,WordPress events and meetups,4.52,4.5,90.9,65.9,86.4
Participation level,Inactive,35,34,importance,WordPress events and meetups,2.46,48.6,25.7,5.7,-22.9
Participation level,Do not participate / Not applicable,35,34,importance,WordPress events and meetups,1.8,65.7,8.6,0.0,-57.1
Participation level,All respondents,431,34,importance,Contributing to WordPress,3.31,18.8,45.7,13.9,26.9
Participation level,Occasional participation,144,34,importance,Contributing to WordPress,3.42,12.5,48.6,9.7,36.1
Participation level,Observational only,97,34,importance,Contributing to WordPress,2.96,24.7,30.9,2.1,6.2
Participation level,Moderately active participation,76,34,importance,Contributing to WordPress,3.72,10.5,64.5,21.1,53.9
Participation level,Very active participation,44,34,importance,Contributing to WordPress,4.43,4.5,88.6,61.4,84.1
Participation level,Inactive,35,34,importance,Contributing to WordPress,2.8,25.7,20.0,2.9,-5.7
Participation level,Do not participate / Not applicable,35,34,importance,Contributing to WordPress,2.0,57.1,5.7,0.0,-51.4
Participation level,All respondents,431,34,importance,Open source values,4.48,2.6,90.7,61.9,88.2
Participation level,Occasional participation,144,34,importance,Open source values,4.49,1.4,90.3,60.4,88.9
Participation level,Observational only,97,34,importance,Open source values,4.53,2.1,94.8,59.8,92.8
Participation level,Moderately active participation,76,34,importance,Open source values,4.51,2.6,92.1,64.5,89.5
Participation level,Very active participation,44,34,importance,Open source values,4.64,2.3,90.9,77.3,88.6
Participation level,Inactive,35,34,importance,Open source values,4.49,2.9,91.4,62.9,88.6
Participation level,Do not participate / Not applicable,35,34,importance,Open source values,4.09,8.6,77.1,48.6,68.6
Participation level,All respondents,431,34,importance,AI in WordPress,2.47,52.7,29.0,12.8,-23.7
Participation level,Occasional participation,144,34,importance,AI in WordPress,2.44,50.7,25.7,9.0,-25.0
Participation level,Observational only,97,34,importance,AI in WordPress,1.99,68.0,13.4,8.2,-54.6
Participation level,Moderately active participation,76,34,importance,AI in WordPress,3.18,32.9,46.1,26.3,13.2
Participation level,Very active participation,44,34,importance,AI in WordPress,3.59,20.5,70.5,20.5,50.0
Participation level,Inactive,35,34,importance,AI in WordPress,1.77,74.3,14.3,5.7,-60.0
Participation level,Do not participate / Not applicable,35,34,importance,AI in WordPress,1.66,80.0,11.4,8.6,-68.6
Participation level,All respondents,431,34,importance,Security in WordPress,4.68,1.4,95.1,75.6,93.7
Participation level,Occasional participation,144,34,importance,Security in WordPress,4.71,0.7,97.9,74.3,97.2
Participation level,Observational only,97,34,importance,Security in WordPress,4.73,0.0,93.8,79.4,93.8
Participation level,Moderately active participation,76,34,importance,Security in WordPress,4.75,0.0,98.7,76.3,98.7
Participation level,Very active participation,44,34,importance,Security in WordPress,4.7,0.0,95.5,75.0,95.5
Participation level,Inactive,35,34,importance,Security in WordPress,4.74,2.9,97.1,82.9,94.3
Participation level,Do not participate / Not applicable,35,34,importance,Security in WordPress,4.2,11.4,77.1,62.9,65.7
Participation level,All respondents,431,34,importance,Web standards and compliance,4.57,1.6,93.7,65.9,92.1
Participation level,Occasional participation,144,34,importance,Web standards and compliance,4.53,0.7,93.1,61.8,92.4
Participation level,Observational only,97,34,importance,Web standards and compliance,4.66,1.0,97.9,69.1,96.9
Participation level,Moderately active participation,76,34,importance,Web standards and compliance,4.64,0.0,96.1,68.4,96.1
Participation level,Very active participation,44,34,importance,Web standards and compliance,4.48,2.3,90.9,59.1,88.6
Participation level,Inactive,35,34,importance,Web standards and compliance,4.66,2.9,94.3,77.1,91.4
Participation level,Do not participate / Not applicable,35,34,importance,Web standards and compliance,4.31,8.6,82.9,65.7,74.3
Participation level,All respondents,431,34,importance,WordPress leadership,4.04,8.1,73.8,43.4,65.7
Participation level,Occasional participation,144,34,importance,WordPress leadership,4.06,9.0,75.0,45.1,66.0
Participation level,Observational only,97,34,importance,WordPress leadership,3.97,7.2,71.1,38.1,63.9
Participation level,Moderately active participation,76,34,importance,WordPress leadership,4.22,6.6,82.9,48.7,76.3
Participation level,Very active participation,44,34,importance,WordPress leadership,4.23,4.5,79.5,52.3,75.0
Participation level,Inactive,35,34,importance,WordPress leadership,3.91,5.7,68.6,34.3,62.9
Participation level,Do not participate / Not applicable,35,34,importance,WordPress leadership,3.63,17.1,54.3,37.1,37.1
Participation level,All respondents,431,34,importance,WordPress governance,4.17,5.8,76.6,50.8,70.8
Participation level,Occasional participation,144,34,importance,WordPress governance,4.2,6.9,77.8,53.5,70.8
Participation level,Observational only,97,34,importance,WordPress governance,4.13,6.2,76.3,48.5,70.1
Participation level,Moderately active participation,76,34,importance,WordPress governance,4.37,1.3,81.6,57.9,80.3
Participation level,Very active participation,44,34,importance,WordPress governance,4.14,4.5,77.3,45.5,72.7
Participation level,Inactive,35,34,importance,WordPress governance,4.03,5.7,74.3,40.0,68.6
Participation level,Do not participate / Not applicable,35,34,importance,WordPress governance,3.89,11.4,62.9,48.6,51.4
Participation level,All respondents,431,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.14,25.5,41.5,12.5,16.0
Participation level,Occasional participation,144,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.25,20.8,45.1,12.5,24.3
Participation level,Observational only,97,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",2.9,33.0,35.1,6.2,2.1
Participation level,Moderately active participation,76,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.36,18.4,44.7,17.1,26.3
Participation level,Very active participation,44,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",3.48,18.2,59.1,15.9,40.9
Participation level,Inactive,35,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",2.77,37.1,28.6,11.4,-8.6
Participation level,Do not participate / Not applicable,35,34,importance,"Business issues (mergers & acquisitions, product ecosystem, private equity investment, etc.)",2.8,37.1,28.6,17.1,-8.6
Participation level,All respondents,431,34,importance,Enterprise/scale issues,3.13,24.8,40.1,11.1,15.3
Participation level,Occasional participation,144,34,importance,Enterprise/scale issues,3.28,20.8,46.5,12.5,25.7
Participation level,Observational only,97,34,importance,Enterprise/scale issues,2.99,29.9,36.1,8.2,6.2
Participation level,Moderately active participation,76,34,importance,Enterprise/scale issues,3.34,14.5,40.8,15.8,26.3
Participation level,Very active participation,44,34,importance,Enterprise/scale issues,3.3,18.2,50.0,11.4,31.8
Participation level,Inactive,35,34,importance,Enterprise/scale issues,2.74,34.3,31.4,5.7,-2.9
Participation level,Do not participate / Not applicable,35,34,importance,Enterprise/scale issues,2.57,48.6,20.0,8.6,-28.6
Participation level,All respondents,431,34,importance,Collaboration with the greater open source ecosystem,3.82,8.8,67.7,26.0,58.9
Participation level,Occasional participation,144,34,importance,Collaboration with the greater open source ecosystem,3.85,7.6,72.2,22.9,64.6
Participation level,Observational only,97,34,importance,Collaboration with the greater open source ecosystem,3.95,8.2,73.2,30.9,64.9
Participation level,Moderately active participation,76,34,importance,Collaboration with the greater open source ecosystem,3.72,6.6,60.5,19.7,53.9
Participation level,Very active participation,44,34,importance,Collaboration with the greater open source ecosystem,3.91,6.8,68.2,31.8,61.4
Participation level,Inactive,35,34,importance,Collaboration with the greater open source ecosystem,3.97,8.6,71.4,40.0,62.9
Participation level,Do not participate / Not applicable,35,34,importance,Collaboration with the greater open source ecosystem,3.23,22.9,45.7,17.1,22.9
Participation level,All respondents,431,38,importance,Personal capacity,4.22,3.7,82.8,44.5,79.1
Participation level,Occasional participation,144,38,importance,Personal capacity,4.31,1.4,88.9,44.4,87.5
Participation level,Observational only,97,38,importance,Personal capacity,4.21,5.2,81.4,45.4,76.3
Participation level,Moderately active participation,76,38,importance,Personal capacity,4.2,3.9,81.6,42.1,77.6
